"REF_DATE","GEO","DGUID","Age group","Sex","Income source","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","Prince Edward Island","2021A000211","25 to 34 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107666942","4.4.1.3.4","39200","C","","","0"
"2020","Prince Edward Island","2021A000211","25 to 34 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107666942","4.4.1.3.4","41400","B","","","0"
"2021","Prince Edward Island","2021A000211","25 to 34 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107666942","4.4.1.3.4","49300","C","","","0"
"2022","Prince Edward Island","2021A000211","25 to 34 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107666942","4.4.1.3.4","46300","B","","","0"
"2005","Prince Edward Island","2021A000211","25 to 34 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107666943","4.4.1.3.5","35300","D","","","0"
"2006","Prince Edward Island","2021A000211","25 to 34 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107666943","4.4.1.3.5","34600","C","","","0"
"2007","Prince Edward Island","2021A000211","25 to 34 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107666943","4.4.1.3.5","33100","D","","","0"
"2008","Prince Edward Island","2021A000211","25 to 34 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107666943","4.4.1.3.5","33400","C","","","0"
"2009","Prince Edward Island","2021A000211","25 to 34 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107666943","4.4.1.3.5","29600","D","","","0"
"2010","Prince Edward Island","2021A000211","25 to 34 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107666943","4.4.1.3.5","29600","E","","","0"
"2011","Prince Edward Island","2021A000211","25 to 34 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107666943","4.4.1.3.5","36400","E","","","0"
"2012","Prince Edward Island","2021A000211","25 to 34 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107666943","4.4.1.3.5","36900","C","","","0"
"2013","Prince Edward Island","2021A000211","25 to 34 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107666943","4.4.1.3.5","29900","D","","","0"
"2014","Prince Edward Island","2021A000211","25 to 34 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107666943","4.4.1.3.5","35000","D","","","0"
"2015","Prince Edward Island","2021A000211","25 to 34 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107666943","4.4.1.3.5","32600","D","","","0"
"2016","Prince Edward Island","2021A000211","25 to 34 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107666943","4.4.1.3.5","36200","D","","","0"
"2017","Prince Edward Island","2021A000211","25 to 34 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107666943","4.4.1.3.5","36600","C","","","0"
"2018","Prince Edward Island","2021A000211","25 to 34 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107666943","4.4.1.3.5","34100","C","","","0"
"2019","Prince Edward Island","2021A000211","25 to 34 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107666943","4.4.1.3.5","33200","C","","","0"
"2020","Prince Edward Island","2021A000211","25 to 34 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107666943","4.4.1.3.5","38400","C","","","0"
"2021","Prince Edward Island","2021A000211","25 to 34 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107666943","4.4.1.3.5","45300","C","","","0"
"2022","Prince Edward Island","2021A000211","25 to 34 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107666943","4.4.1.3.5","40900","B","","","0"
"2005","Prince Edward Island","2021A000211","35 to 44 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107667157","4.5.1.1.4","49100","C","","","0"
"2006","Prince Edward Island","2021A000211","35 to 44 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107667157","4.5.1.1.4","50300","B","","","0"
"2007","Prince Edward Island","2021A000211","35 to 44 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107667157","4.5.1.1.4","52300","C","","","0"
"2008","Prince Edward Island","2021A000211","35 to 44 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107667157","4.5.1.1.4","55000","C","","","0"
"2009","Prince Edward Island","2021A000211","35 to 44 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107667157","4.5.1.1.4","54000","B","","","0"
"2010","Prince Edward Island","2021A000211","35 to 44 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107667157","4.5.1.1.4","52600","C","","","0"
"2011","Prince Edward Island","2021A000211","35 to 44 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107667157","4.5.1.1.4","57200","C","","","0"
"2012","Prince Edward Island","2021A000211","35 to 44 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107667157","4.5.1.1.4","57000","C","","","0"
"2013","Prince Edward Island","2021A000211","35 to 44 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107667157","4.5.1.1.4","51900","C","","","0"
"2014","Prince Edward Island","2021A000211","35 to 44 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107667157","4.5.1.1.4","58300","C","","","0"
"2015","Prince Edward Island","2021A000211","35 to 44 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107667157","4.5.1.1.4","53200","C","","","0"
"2016","Prince Edward Island","2021A000211","35 to 44 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107667157","4.5.1.1.4","59700","C","","","0"
"2017","Prince Edward Island","2021A000211","35 to 44 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107667157","4.5.1.1.4","55100","C","","","0"
"2018","Prince Edward Island","2021A000211","35 to 44 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107667157","4.5.1.1.4","57100","C","","","0"
"2019","Prince Edward Island","2021A000211","35 to 44 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107667157","4.5.1.1.4","55300","C","","","0"
"2020","Prince Edward Island","2021A000211","35 to 44 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107667157","4.5.1.1.4","60500","B","","","0"
"2021","Prince Edward Island","2021A000211","35 to 44 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107667157","4.5.1.1.4","60200","C","","","0"
"2022","Prince Edward Island","2021A000211","35 to 44 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107667157","4.5.1.1.4","59000","B","","","0"
"2005","Prince Edward Island","2021A000211","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107667158","4.5.1.1.5","44800","C","","","0"
"2006","Prince Edward Island","2021A000211","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107667158","4.5.1.1.5","45900","B","","","0"
"2007","Prince Edward Island","2021A000211","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107667158","4.5.1.1.5","45800","C","","","0"
"2008","Prince Edward Island","2021A000211","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107667158","4.5.1.1.5","48500","C","","","0"
"2009","Prince Edward Island","2021A000211","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107667158","4.5.1.1.5","45500","C","","","0"
"2010","Prince Edward Island","2021A000211","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107667158","4.5.1.1.5","47300","C","","","0"
"2011","Prince Edward Island","2021A000211","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107667158","4.5.1.1.5","50100","C","","","0"
"2012","Prince Edward Island","2021A000211","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107667158","4.5.1.1.5","48600","C","","","0"
"2013","Prince Edward Island","2021A000211","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107667158","4.5.1.1.5","45200","C","","","0"
"2014","Prince Edward Island","2021A000211","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107667158","4.5.1.1.5","53600","C","","","0"
"2015","Prince Edward Island","2021A000211","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107667158","4.5.1.1.5","48100","C","","","0"
"2016","Prince Edward Island","2021A000211","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107667158","4.5.1.1.5","48800","C","","","0"
"2017","Prince Edward Island","2021A000211","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107667158","4.5.1.1.5","47100","C","","","0"
"2018","Prince Edward Island","2021A000211","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107667158","4.5.1.1.5","49600","C","","","0"
